Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,min_salary,max_salary,avg_salary,company_txt,job_state,age,python_yn,R_yn,spark_yn,aws_yn,excel_yn,SQL_yn,tableau_yn
"Scientist, DNA-Encoded Library Group",$41K-$71K (Glassdoor est.),"_Full-time role based in Monmouth Junction, NJ_

Within every human cell, nature has engineered finely tuned control mechanisms to correct imbalances caused by stress and disease and promote healing. At HotSpot Therapeutics, nature is inspiring us to create a wave of new medicines.

Through a proprietary technology platform, we are uncovering privileged allosteric sites used by nature to control proteins – called _regulatory hotspots_- that can be exploited through small molecule drug discovery. Regulatory hotspots are allowing sought-after targets to be drugged for the first time while delivering molecules with exquisite selectivity and attractive drug-like properties.

HotSpot is supported by a syndicate of leading healthcare investors based in the US and Europe. You will be joining a seasoned team of drug hunters with an excellent track record in drug discovery. As a HotSpotter, you are comfortable thinking outside the box and breaking convention. You are curious about the world and contribute beyond your precise role description. You are action orientated and extraordinary at getting things done. You communicate openly with your colleagues and you hate office politics.

HotSpot is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all employees.
Mission*_: Produce High-Quality DNA-Encoded Libraries_
Lead efforts to plan, produce, and use our DNA-Encoded Library (DEL) platform.
Deliverables*
Perform and manage library design and build activities

· Design new libraries for HotSpot-binding compounds (in conjunction with computational chemistry)

· Work with vendors to source library inputs

· Develop new chemistry to be used in future DEL builds

· Manage and perform the profiling of library inputs, includes other group members

· Draft and use SOPs, protocols, and other build documentation to ensure robust build quality

· Manage and be a part of the actual DEL library build process

· Learn to work with output of DEL screens

Manage Employees

· Work with rest of HotSpot build team, comp chem

· Manage direct reports

· Manage offshore FTEs
Competencies*
· Previous experience in chemical methodology and/or total synthesis

· Chemistry background

· Driven, self motivated without supervision; can define a clear process for achieving goal

· Output oriented – rapidly commit thinking to slides

· Open and Collaborative worker/communicator who is comfortable operating in a team setting

· Comfortable working within distributed team model including use of Zoom or other

video-conference tools

· Experience working with Microsoft Powerpoint, Word, and Excel

· Ability to integrate data/input from different sources and team members

· Ph.D., post doc with 0-4 years industry experience.

· Synthetic chemistry/medicinal chemistry training or experience

Job Type: Full-time

Benefits:
401(k)
Dental Insurance
Health Insurance
Life Insurance
Paid Time Off
Vision Insurance
Education:
Doctorate (Required)
Schedule:
Monday to Friday
Company's website:
www.hotspotthera.com
Work Remotely:
Yes",-1.0,HotSpot Therapeutics,"Monmouth Junction, NJ",-1,-1,-1,-1,-1,-1,-1,-1,0,41,71,56.0,HotSpot Therapeutics,NJ,-1,0,0,0,0,1,0,0
Sr. Compliance Data Analyst,$41K-$71K (Glassdoor est.),"Main Objective: The Compliance Data Analyst Sr (DA) Specialist will be responsible for the administration of the Risk Management & Compliance (RM&C) DA program to provide actionable insights through data and analysis to achieve business objectives.

Essential Duties and Responsibilities:

Assists in the administration of audit tools for workpaper documentation and issues tracking.

Supports the Global Compliance Audit team to embed DA in the audit process in order to facilitate effective risk-based audit approach.

Collaborates with Regional Compliance Officers (RCO) and other RM&C leaders in the development and implementation of global, regional and subsidiary continuous monitoring activities.

Collaborates with Regional Compliance Officers (RCO) and other RM&C leaders and their business partners to understand business goals, objectives and challenges, and provides reliable and accurate reports, insights, and analysis to support informed decision making.

Analyzes and interprets complex data sets and communicates trends and findings to RCOs and other RM&C leaders as well as other stakeholders and business partners.

Performs analysis of structured and unstructured data to solve complex business and department problems utilizing advanced statistical techniques and mathematical analyses.

Solicits feedback from stakeholders to continuously evaluate and improve the quality of reports and dashboards.

Assists in the identification and addressing opportunities for process enhancements as well as new analytical opportunities.

Partners with Regional Compliance Officers (RCO) and other RM&C leaders to identify opportunities where DA can be utilized to assist the business gain insights with advance analytics tools and solutions.

Supports the development and implementation of various RM&C department initiatives aimed at enhancing the effectiveness of the company’s global compliance program.

Delivers training to RM&C team members and other stakeholders on effectively using analytic tools and solutions.

Develops strong relationships with relevant members of the Global Information Services (GIS) department and other DA personnel from other departments to leverage expertise and foster collaboration.

Demonstrates strong ability to communicate technical concepts and solutions to business partners.

Incidental Duties:

The above statements describe the general nature and level of work being performed in this job. They are not intended to be an exhaustive list of all duties, and indeed additional responsibilities may be assigned, as required, by management.

Education and Experience:

Bachelor's Degree required in Business, Data Science, Data Analytics or a related field.

5 years of experience in Legal, Compliance, Risk, Internal Audit or working with IT systems related to Legal, Compliance, Risk or Internal Audit required; preferably within the healthcare/life sciences/biotech industry.

Strong knowledge and experience in advance analytics tools and languages to analyze large data sets from multiple data sources preferred.

Expertise in visualization tool e.g., Microsoft PowerBI, Tableau preferred.

Ability to communicate in an additional language preferred.

Knowledge and Skill Requirements/Specialized Courses and/or Training:

Professional written, verbal, analytical, organizational, problem solving and presentational skills.
Ability to understand and develop business process and controls.
Comfortable working in situations with no clear answer.
Ability to prioritize projects and responsibilities.
Self-starter and willingness to contribute where there is a need within the team.
Ability to adapt in a dynamic and high-growth environment.
Knowledge of laws, regulations, and industry guidance applicable to a global healthcare company.

Machine, Tools, and/or Equipment Skills:

Fully proficient use of the Microsoft Office Suite: Outlook, Visio, Excel, Word, Power Point and various and specialized software.

All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

Nearest Major Market: Naples",3.0,"Arthrex
3.0","Naples, FL",-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1,0,41,71,56.0,"Arthrex
",FL,-1,0,0,0,1,1,0,1
Data Engineer (3+ years),$41K-$71K (Glassdoor est.),"What’s in it for you?
Vectorworks Inc. is a global software product company targeting entertainment, architecture and landscape industries with enterprising and intuitive solutions that allow users to create unique designs. We are looking for a Data Engineer to build, maintain, and refine our data pipelines to generate detailed metrics and reports of our software. This person will work as part of our software engineering team.
It’s an exciting time to join the Vectorworks family, and if you are looking for an opportunity to have a lasting impact on a growing team, we hope you’ll take the time to learn more about this opportunity!

In this role, you should expect to:
Build and maintain our data infrastructure
Utilize understanding of ETL principles
Exhibit a proficiency in Python and AWS analytic stack (especially S3, RDS, RS, EMR, EC2, Lambda)
Work closely with engineering and other teams to organize and extract data for analysis
Why do you want this job? Because you are:
A self-starter who is motivated to take ownership of projects and drive tasks to completion with minimal supervision
Able to provide direction and identify new areas where data can be applied to improve software and business decision making
Looking for an opportunity where you can grow and move forward with the latest trends in big data technology
Enthusiastic about improving existing data systems and adapting them to be more powerful, usable, and robust.

Why do we want you? Because you have:
A Bachelor of Science degree in Computer Science, Information Technology or a related field
A minimum of 3 years’ experience developing data pipelines
Solid understanding of ETL principles and how to apply them
Proficiency in Python, SQL, Spark, and Unix shell
Excellent written and oral communication skills, including the ability to communicate across business areas
The ability to work in a fast-paced and agile development environment
Strong interest in learning and using the latest technologies
Extra Credit:
Experience with Kibana, Redshift, and Tableau Software
Hands-on expertise in many disparate technologies, ranging from front-end user interface to back-end systems as well as all points in between
Experience with distributed computing, NoSQL, and Flask
Familiarity with software logging
Vectorworks Inc. is an Equal Opportunity/Affirmative Action Employer",3.1,"Vectorworks
3.1","Columbia, MD",-1,201 to 500 Employees,1985,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),-1,0,41,71,56.0,"Vectorworks
",MD,35,1,0,1,1,1,1,1
Senior Data Analyst,$41K-$71K (Glassdoor est.),"About Life 360


Life360 brings families closer with smart tools designed to protect and connect the people who matter most.

Known for first-to-market solutions for modern family challenges, Life360 recently reached #1 in Apple's US App Store's list of free social networking apps. Nearly 1 in 10 US families with kids use Life360 an average of 12 times a day, and global membership is growing exponentially, with over 28 million active users in over 140 countries as of March 31, 2020 making Life360 the largest mobile service for families in the world.

This reach gives us the opportunity to do unprecedented good for families through our valued core offerings: advanced location sharing, private messaging, driver monitoring, help alerts, 24/7 roadside assistance, and Crash Detection with emergency response. On average we respond to 1,000 roadside assists and dispatch 200+ ambulances each month to those in need.

Offering both free and paid memberships. In addition, the company has raised over $200 million in equity financing, and recently completed an IPO on the ASX exchange giving our employees the liquidity of a public company with the upside of a private growth stage business.

Life360's rapidly growing team of 150+ employees is headquartered in San Francisco, with offices in San Diego, and Las Vegas.

About our culture and benefits


Life360 has embraced a work from home (WFH) philosophy for at least the duration of the COVID-19 crisis, along with most of our peers. During this WFH period, the organization remains connected and engaged with virtual team events, weekly all hands meetings and regular open zoom sessions with leadership. While we believe that the work world has likely permanently changed, we have yet to make any decisions about our long-term split between WFH and being in the office

We always offer:
Competitive pay and benefits
Health, dental and vision insurance plans
401(k) plan
$200/month Quality of Life perk
Flexible PTO
Free Life360 platinum membership for your family circle
Whatever makes you stronger makes us stronger. We buy you the things you need to improve yourself and get your job done.
All open positions are remote opportunities and when the time comes to return to our offices, we offer the following:
A great office with plenty of light in the heart of the SOMA district in beautiful San Francisco; a 5 minute walk to CalTrain
An amazing office location within walking distance to the beach in Encinitas
In person team building activities, celebratory company outings and fun events
About the Job

Data plays a crucial role in Life360's growth by driving smarter decisions, improving operations, and creating higher value user experiences. As an analytics team, we partner with a wide variety of cross-functional partners to apply data insights against strategic initiatives. ""Know Our Users"" is a Life360 core value and we're looking for analytics professionals who are passionate about leveraging user data to create value for Life360 families.

You'll be working in a dynamic growth environment, leading efforts to better understand the business, the product, and the customer. Life360 has one of the most interesting datasets in the world: location, driving, product usage, and purchasing behavioral data - all centered around who matters most, the family. If you have a passion for making an impact and working on products that help millions of families around the world, then this is the right place for you.

In this role, we are looking for someone to be an analytics generalist and provide support for a variety of initiatives and teams. Projects will widely vary and we need someone who is willing to take on the task whether or not they have encountered that specific problem before. Ultimately, you will be tasked with finding data insights that deliver business value.

Responsibilities
Leverage data to understand the Life360 family and their product usage, developing insights that apply to product, marketing, and business strategy.
Partner with executives, product managers, engineers, marketers, designers to translate data insights into smarter decisions and applications.
Establish and manage KPIs that measure the health of the business, product performance, and customer experience quality.
Build dashboards and reporting processes to monitor business and product trends.
Develop frameworks, tools, and best practices to apply data insights towards business questions.
Conduct analyses and build models that identify opportunities and drive growth.
Design and analyze experiments, communicate results, and drive decisions.
Minimum Qualifications
5+ years experience on analytics teams and are willing to help coach and mentor colleagues on best data practices.
Experience in product analytics related to mobile apps.
Degree in a quantitative field like statistics, economics, applied math, operations research, or engineering, finance, business intelligence. Advanced degrees are preferred.
SQL expertise - able to write structured and efficient queries on large datasets.
Strong Proficiency in building data visualizations and interactive dashboards with tools like Tableau.
Experience in scripting languages, like analysis and visualization libraries in Python or R.
Strong verbal/written communication skills and the ability to collaborate with cross-functional partners to build the business.
Experience designing and evaluating experiments to draw inferential recommendations.
Curiosity to learn about new topics and uncover hidden insights.
We are looking for candidates with a diverse background that will compliment the skills and backgrounds of the current team. If you don't fit all the criteria below please apply anyway as this list is more of a preference rather than a rule. Our priority is for a well rounded team that delivers results.

#LI-Remote",3.6,"Life360
3.6",Remote,-1,51 to 200 Employees,2008,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1,0,41,71,56.0,"Life360
",Remote,12,1,0,0,0,0,1,1
Data Scientist,$41K-$71K (Glassdoor est.),"Overview

Looking for a Data Scientist to play a key role within a small data science team. The Data Scientist should have hands on experience developing solutions for complex data science problems using Python, R, Hadoop, and Greenplum (or other Massively Parallel Processing solutions).

Qualifications
Must have Active Top Secret Clearance with SCI access.
Bachelors Degree in a quantitative or technical field of study, such as Statistics, Mathematics, Computer Science, or Geospatial Information Systems.
3 years experience integrating data mining, conditioning, and analysis that includes the use of current data analysis software and methods.
Demonstrated problem solving skills.
Demonstrated presentation skills for conferences, including but not limited to presenting at professional or academic conferences.
3 years' experience in ESRI ArcGIS
3 years experience developing scripts, APIs, and/or programs using 1 or more of the following: C++, Java, Shell, Perl, Python.
3 years experience programming in Python, C++, R, or Interactive Data Language (IDL).
1 year experience working with geospatial data orimagery data.
1 year experience working with database structures and query tools.
2 years' experience in technical writing for analysis reports.
M.S. degree or higher is a plus.",3.2,"Smart Synergies, Inc.
3.2","Suitland, MD",-1,1 to 50 Employees,-1,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1,0,41,71,56.0,"Smart Synergies, Inc.
",MD,-1,1,0,0,0,0,0,0
Big Data Analyst BSLEP7,$41K-$71K (Glassdoor est.),"E3/Sentinel’s Homeland Security Enterprise (HSE) division is an integrated organizational entity fostering increased collaboration and synergies across the Homeland domain. HSE combines the skills and talents of over 245 (and growing) E3S employees and subcontractor staff supporting multiple components across DHS, including but not limited to: U.S. Customs and Border Protection (CBP), Transportation Security Administration (TSA), U.S. Immigration and Customs Enforcement (ICE), Federal Emergency Management Agency (FEMA), U.S. Coast Guard (USCG), Science and Technology Directorate (S&T), Countering Weapons of Mass Destruction Office (CWMD), Federal Protective Services (FPS), and the DHS Headquarters Management Directorate. Our team provides rapid, innovative and specialized solutions that enable our HSE clients to success at meeting dynamic mission objectives.

Each day U.S. Customs and Border Protection (CBP) oversees the massive flow of people, capital, and products that enter and depart the United States via air, land, sea, and cyberspace. The volume and complexity of both physical and virtual border crossings requires the application of “big data” solutions to promote efficient trade and travel.
Through the use of effective “big data” technologies and solutions, CBP ensures that the movement of people, capital, and products is legal, safe, and secure. In response to this challenge, ManTech, as a trusted mission partner of CBP, seeks capable, qualified and versatile data analysts to facilitate data-driven decision making in response to national security threats.
The primary objective of the data analysis team is three-fold: 1) Support the development of predictive models via the identification of behaviors and attributes that inform illicit activities; 2) Provide on-demand analysis to support emergent operational needs; and, 3) Develop performance dashboards and artifacts to inform resource allocation, justify requirements, and support statutory reporting mandates.
In all three areas, data analysts must be capable of transforming large volumes of raw data, both structured and unstructured forms, into mission-focused insights that enhance understanding of mission performance, workload, and/or behavioral trends (i.e., strategic, tactical, and operational insights). Analysts may be called upon to support a diverse array of initiatives involving complex queries in support of network analysis, entity resolution, threat research, visualization, and impact assessments.

The strongest applicants will engage in highly dynamic, threat/risk driven operating environments. They will bring a proven track record of working with decision support tools and applications operationally employed by mission-support entities. Within three to six months of joining the project, we expect analysts will:
Master relevant data schemas, reference data, joining conditions, and relationships of existing databases, as well as associated warehouses and data marts, involving trade, travel, national security, and law enforcement data.
Conduct exploratory analysis demonstrating: a refined understanding of the strengths and weaknesses of the underlying data; a willingness to explore non-traditional data sources and evaluation methods; and a clear link to mission need.
Construct query code as well as run, save, edit, optimize, and document queries using SQL and other languages including Spark to extract mission-critical insights.
Design, develop and deliver analytic artifacts such as dashboards, scorecards, and structured Excel reports that: support executive-level, at-a-glance findings; empower non-technical users to explore user-specific equities (e.g. PowerBI); and/or provide detailed information informing operational outcomes.
Assess validity, accuracy, completeness, consistency, and uniformity of data as well as develop mitigation steps and processes to address data quality issues in support of clean data.
Translate findings (e.g. mission impacts, limitations of findings/ analytical confidence, analytical methods and techniques employed) to clearly articulate the “so what” within the context of mission performance to technical and non-technical audiences in the form of written reports and in-person briefings.
Engage internal and external stakeholders in a professional and informed manner to collect analysis requirements and ensure alignment of expected outcomes.
Integrate with, and materially contribute to, portfolio teams as a matrixed resource to provide data analytics expertise in support of modeling, ad hoc query support, or performance assessment initiatives in collaboration with data scientists, intelligence analysts, developers, and other participants under the direction of a project manager.
Applicants should note that while some formal training exists to support building knowledge of missions and the implementation of data-driven solutions, but much of the knowledge must be gained through on-the-job training and individual initiative. Technical knowledge is insufficient to achieve effectiveness in this operating environment; expertise must be enhanced with rapid acquisition of mission knowledge and demonstrated commitment positive mission outcomes. Therefore, we seek self-starters who are capable of independent exploration and knowledge acquisition, willing to develop informal support networks, and with an appreciation for the immense challenge of safeguarding the Nation’s borders.

BS Degree in a related technical fields (Computer Science, Math, Statistics, etc.)
Hands on experience working with data-mining, analysis or statistical software such as R, Matlab, SAS Enterprise Miner, SPSS Modeler, or SQL Developer for data analysis
Hands on experience with at least one of the following technologies: Hadoop eco system, including HDFS, YARN, Cassandra, Hive, Pig, and Spark
Hands on experience with Batch-oriented and streaming distributed processing methods such as Nifi, Spark, Kafka, or Storm
Hands on experience with distributed search engines like Elasticsearch or Solr
Conceptual understanding of – and/or prior experiences related to – data profiling, fuzzy matching, entity resolution, and signal detection theory (specifically with respect to SD theory: designing and improving upon systems that monitor, minimize, and balance false positive and false negative outcomes)
Completed CBP Background Investigation clearance (active or re-instate-able)

Experience with programming languages such as Java, Python, and SQL
Unix / Linux experience
Experience working in field of entity resolution, analytics, data mining or name matching.
Delivering solutions using Amazon Web Services (e.g., AWS EC2, RDS, S3)
Experience with Javascript frameworks like Angular, React and JQuery is a plus
Experience with visualization tools and techniques (e.g., Periscope, Business Objects, D3, ggplot, Tableau, SAS Visual Analytics, PowerBI)

E3/Sentinel is an equal opportunity employer and Vietnam Era Veterans Readjustment Assistance Act (VEVRAA) federal contractor. All qualified applicants receive consideration for employment without regard to race, color, religion, gender, national origin, age, sexual orientation, gender identity, protected veteran status, or status as a qualified individual with a disability. E3/Sentinel hires and promotes individuals solely on the basis of their qualifications for the job to be filled.",4.4,"E3 Federal Solutions
4.4","Alexandria, VA",-1,501 to 1000 Employees,2004,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,41,71,56.0,"E3 Federal Solutions
",VA,16,1,0,1,1,1,1,1
Machine Learning Engineer - Discovery,$41K-$71K (Glassdoor est.),"Company Description

Twitter is what’s happening and what people are talking about right now. For us, life's not about a job, it's about purpose. We believe real change starts with conversation. Here, your voice matters. Come as you are and together we'll do what's right (not what's easy) to serve the public conversation.

Job Description

Twitter's Discovery teams are dedicated to getting the majority of the world to converse in public using Twitter. We are composed of many teams across the company, including Product, Engineering, Design, and Research. These teams are responsible for understanding the needs of new users and users who are not very active and help them discover the value of Twitter by building personalized products.

This mission is to instantly connect people with conversations and audiences most meaningful to them. Realizing this goal involves work in areas such as machine learning, applied data science, recommendation systems, and information retrieval systems. Do you want to make a huge impact while working with large data sets at scale? If so, a Discovery team is a good fit for you!

Qualifications

What You’ll Do You'll work with an awesome team of engineers, product managers, data scientists, researchers, and designers to build experiences powered by large-scale recommender systems. This includes:
Collaborating with cross-functional partners to come up with roadmaps for Machine Learning driven products for the team.
Working with product engineers to identify product metrics that causally impact business metrics.
Applying data mining, machine learning and/or graph analysis techniques to a variety of modeling, relevance, and recommendation problems to build production-quality solutions that balance complexity and performance.
Participating in the engineering life-cycle at Twitter, including designing high-quality ML infrastructure and data pipelines, writing production code, conducting code reviews, and working alongside our infrastructure and reliability teams.
Mentoring other engineers on the team and up-level them on applied product ML skills.
Although you will work on groundbreaking problems, this position is not a research position.

Who You Are
You have strong product understanding and an intuition for how to use modeling to address product needs.
You are not only comfortable with ambiguity but view it as an opening to quickly explore a multitude of options.
You can apply advanced statistical and machine learning techniques to model user behavior, build benchmark metrics, and drive causal impact using A/B testing.
You have the ability to take on complex problems, learn quickly, iterate, and persist towards a good solution.
You have experience collaborating across cross-functional teams including analytics, product management, and operations.
Requirements
M.S. or PhD in Computer Science (or related field) with 5+ years of relevant industry experience
Experience with one or more of the following: deep learning, reinforcement learning, classification, pattern recognition, recommendation systems, targeting systems, ranking systems or similar.
Experience with data pipelines and large scale data stores.
Firm grasp of CS fundamentals, Data structures, and algorithms
Experience handling large scale quantitative customer data to solve problems and answer questions
Additional Information

We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran status, genetic information, marital status or any other legally protected status.

San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.",4.0,"Twitter
4.0","New York, NY",-1,1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),-1,0,41,71,56.0,"Twitter
",NY,14,0,0,0,0,0,0,0
"Principal Bioinformatics Scientist II, Development",$41K-$71K (Glassdoor est.),"Impact Healthcare

Roche Sequencing is developing ground-breaking next-generation sequencing (NGS) products that allow scientists/clinicians powerful new avenues to investigate DNA, the blueprint of any lifeforms, in days enabling them to understand health conditions such as cancer, HIV, COVID19 and more! We are not only changing science but changing lives through the development of frontier technologies that accelerate personalized healthcare.

Make a Big Difference

Our Software and Bioinformatics group leverages the latest advances in AI, data sciences, bioinformatics and engineering to bring the power of NGS technology to life sciences professionals enabling them the ability to diagnose, find treatment options and ultimately beat diseases like cancer.

Are you dedicated and have an expertise in bioinformatics? Then join us as we develop powerful bioinformatics algorithms, data analysis tools, cloud-based software, and systems infrastructures that deliver on the promise of personalized healthcare.

As a Principal Bioinformatics Scientist II, Assay Development, you will apply your expertise in NGS data analysis, clinical diagnostics, molecular biology to analyze sequencing data with the goal of developing laboratory methods and algorithms for IVD assays. You will collaborate closely with molecular biologists, software engineers and bioinformatics scientists to build products that will impact patient care for many years to come.

Responsibilities:
Partner closely with Molecular Biology, Engineering, and other Bioinformatics teams to perform all aspects of bioinformatics data analysis including experimental design, data collection, QC, algorithm design, analysis & visualization, and communication of results.
Serve as a bioinformatics functional representative on project teams providing input and mentorship on bioinformatics related matters.
Recommend next steps for bioinformatics pipeline and laboratory workflow steps to meet product development objectives.
Transfer new products to production teams and provide scientific support for on-market products.
Present and communicate project updates across multiple functions in the organization.
Develop documentation of bioinformatics results for scientific, marketing, and regulatory purposes.
Who You Are

When you join us, you will have meaningful work developing an innovative technology that saves and improves lives around the world. As you collaborate with some of the best Bioinformatics Scientists in the industry, you will make a huge difference in disease diagnostics! Our team is collaborative and fast-paced. And, we offer a competitive salary with a rich benefits package.

Requirements:
Master's degree in Bioinformatics, Computer Science, or Statistics, or other quantitative field with 8 years of experience; or PhD in Bioinformatics, Computer Science, or Statistics, or other quantitative field combined with 4+ years of experience analyzing large sophisticated genomic datasets.
Proven experience delivering sequencing based clinical diagnostic products supporting both laboratory technology and bioinformatics pipeline development.
Prior experience developing IVD products is helpful.
In depth knowledge of sequencing molecular biology, bioinformatics tools, statistical methods, and cancer biology.
Proficient in using programming languages (R, Python, Java) in a distributed Linux environment.
Results oriented individual that thrives in collaborative multi-disciplinary teams.
Excels at incorporating feedback in a professional manner.
Strong written and verbal communication skills with ability to adjust to technical and non-technical audiences.
Detail oriented and committed to delivering high quality clinical products.
#LI-CS1

Roche is an equal opportunity employer and strictly prohibits unlawful discrimination based upon an individual’s race, color, religion, gender, sexual orientation, gender identity/expression, national origin/ancestry, age, mental/physical disability, medical condition, marital status, veteran status, or any other characteristic protected by law.

Roche is an equal opportunity employer.

Research & Development, Research & Development > Research Informatics",4.1,"Roche
4.1","Santa Clara, CA",-1,10000+ Employees,1896,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,41,71,56.0,"Roche
",CA,124,1,0,0,0,1,0,0
Senior Data Scientist,$41K-$71K (Glassdoor est.),"Company Overview:
Age of Learning is a leading education technology innovator based in Glendale, California, with a talented team of more than 600 individuals comprised of nationally-renowned educators, curriculum experts, developers, artists, writers, designers, engineers, producers, product managers, analysts and marketing experts! Together we develop engaging, effective digital learning technology and content to help children build a strong academic foundation for lifelong success.
Our flagship product ABCmouse.com Early Learning Academy® is a comprehensive online curriculum and the #1 digital learning product for young children. To-date, more than 30 million children worldwide have completed over 7 billion Learning Activities on ABCmouse. We recently launched Adventure Academy, the first massively multiplayer online (MMO) game designed specifically to help elementary- and middle-school-aged children learn. It features thousands of engaging Learning Activities—including minigames, books, original animated and live action series, and more—in a fun and safe virtual world. Other Age of Learning programs include immersive English language learning products for children in China and Japan; ReadingIQ, a digital library and literacy platform; and a groundbreaking personalized, adaptive digital learning system that individualizes math instruction for every child through AI-driven technology.

We are committed to helping all children succeed. We provide our educational programs at no cost to teachers, Head Start programs, public libraries, and other community organizations, and have served millions of children through these initiatives. We recently established the Age of Learning Foundation to expand this work globally.
As we expand our global reach and increase the educational impact of our programs, we’re looking for passionate, ambitious, and collaborative leaders to become a part of our growing team.


Summary:
We are seeking a strong, highly-motivated, results-oriented Senior Data Scientist to help conduct in-depth analyses and derive relevant insights. You will be an integral part of a newly-formed central analytics team and your work will influence business operations and strategy throughout the company.
In this senior role, you will be the go-to person for advanced analytics and data science projects as well as mentoring and assisting junior analysts on our centralized data and analytics team as need be.
Responsibilities:
Partner closely with stakeholders from a variety of teams, including the executive team, curriculum, brand marketing, partnerships, strategy and customer success, to surface insights and learnings that solve key business challenges
Develop statistical analyses and build and deploy machine learning models to understand and predict customer behavior and product performance
Create, report and interpret key metrics to assess performance, measure the impact of strategic initiatives, and identify ways to grow revenue and reduce costs
Drive A/B and multivariate testing strategy and implementation of user behavior to inform media tactics, audience acquisition and targeting, churn, lifetime value, product and content recommendations and personalized experiences
Create beautiful visualizations
Communicate results to technical and non-technical stakeholders and mentor/lead more junior analysts as needed
Drive data capture and data integrity requirements while partnering with other teams so that the right data is captured
Maintain vigilant eye on data quality
Develop frameworks, models, tools, and processes to ensure data-driven decisions across org
Required Qualifications:
Bachelor’s degree in a quantitative field and 5+ years of experience in professional data-intensive role excluding any independent data-related projects or internships that may or may not have been part of an undergraduate program
OR Master’s and/or Ph.D. in a quantitative field and 3+ years of experience in professional data-intensive role excluding any independent data-related projects or internships that may or may not have been part of an graduate program
Advanced knowledge of analytical, statistical and machine learning methods
Proficiency in SQL and complex SQL querying
Experience modeling in R and/or Python
Excellent written and verbal communication skills
Proven ability to explain technical concepts to non-technical stakeholders
Must be intellectually curious, self-motivated, collaborative, and a team player
Preferred Qualifications:
Experience productionalizing models a plus
Experience with testing and optimization a plus, ideally in a digital environment
Experience in games or education a plus
We Provide:
Medical, Dental, Vision + 401k
Highly competitive PTO policy
Casual Dress Code
Snacks + Drinks (Coca Cola Freestyle Machine)
Gaming room including an Arcade (2,000+ games)
Frequent team and company outings
Limitless opportunities for professional growth!",3.2,"Age of Learning
3.2","Glendale, CA",-1,501 to 1000 Employees,2007,Company - Private,K-12 Education,Education,$100 to $500 million (USD),-1,0,41,71,56.0,"Age of Learning
",CA,13,1,0,0,0,1,1,0
Data Scientist,$41K-$71K (Glassdoor est.),"Do you have CPLEX/Gurobi experience? We have a great opportunity for a Data Scientist right outside of St Louis in Creve Coeur, MO. This is a contract role with long term potential. The rate is up to $65/hr., depending on experience.

Description:

PhD in Operations Research, Industrial Engineering, Computer Science or any related area
Experience in solving scheduling, vehicle routing and allocation problems using operations research techniques and heuristics (+5 years)
CPLEX/Gurobi experience (+5 years)
Java experience (+4 years)
Database knowledge (+5 years)
Ability to work in fast paced environment
Preferred skill set:
Experience in solving large scale scheduling and routing problems using operations research (column generation, B&P, etc)
Experience in IBM DOC
Experience in working with data API’s, Teradata, Oracle
Knowledge in Python or R (+3 years)The candidate will be working on developing regional and global resource allocation, scheduling, and vehicle routing models to make recommendations for field (planting, detasseling, harvest) and facility operations. The recommendations should result in operations efficiency. The candidate has to work closely with business partners to gather assumptions and scope the problem, then independently formulate, code and execute the problem. Finally, models need to be validated with and approved by the business user and technical documentation needs to be developed. Please get in touch with us today!

Syndicus NACON provides service-oriented staffing and recruiting services to small businesses, large corporations, nonprofits, and government agencies. We pride ourselves on personal service, local market knowledge and commitment to providing great job opportunities. We specialize in contract, contract-to-hire, and direct placement positions.

We are an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status

(711)",4.1,"Syndicus
4.1","Creve Coeur, MO",-1,51 to 200 Employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,41,71,56.0,"Syndicus
",MO,13,1,0,0,0,0,0,0
